Car ID,Brand,Model,Year,Color,Mileage,Price,Location,Units Available,Inventory Value,Mileage Category,Price Category
335,Ford,Mustang,2019,Blue,55000,19000,Chicago,5,95000,Medium,Medium
336,Chevrolet,Camaro,2019,Red,50000,23000,Miami,1,23000,Medium,Medium
337,Hyundai,Genesis,2015,Black,40000,21000,San Francisco,4,84000,Medium,Medium
338,Toyota,Avalon,2019,Silver,35000,24000,Dallas,2,48000,Medium,Medium
339,Honda,Civic,2016,Gray,70000,20000,Atlanta,5,100000,High,Medium
340,Ford,Fusion,2018,White,55000,22000,Phoenix,4,88000,Medium,Medium
341,Chevrolet,Impala,2017,Blue,50000,24000,Houston,4,96000,Medium,Medium
342,Hyundai,Sonata,2020,Red,45000,23000,Seattle,1,23000,Medium,Medium
343,Toyota,Corolla,2020,Silver,40000,27000,Los Angeles,1,27000,Medium,High
344,Honda,CR-V,2020,White,35000,25000,New York,5,125000,Medium,High
345,Ford,Escape,2015,Blue,70000,28000,Chicago,3,84000,High,High
346,Chevrolet,Equinox,2020,Black,55000,22000,Miami,5,110000,Medium,Medium
347,Hyundai,Tucson,2017,Red,50000,21000,San Francisco,4,84000,Medium,Medium
348,Toyota,Rav8,2016,Gray,45000,26000,Dallas,2,52000,Medium,High
349,Honda,Pilot,2018,White,30000,29000,Atlanta,2,58000,Medium,High
350,Ford,Explorer,2017,Blue,35000,27000,Phoenix,5,135000,Medium,High
351,Chevrolet,Traverse,2019,Black,55000,12000,Houston,3,36000,Medium,Low
352,Hyundai,Santa Fe,2017,Red,50000,15000,Seattle,1,15000,Medium,Medium
353,Toyota,4Runner,2016,Silver,40000,17000,Los Angeles,3,51000,Medium,Medium
354,Honda,Odyssey,2015,White,60000,14000,New York,4,56000,High,Low
355,Ford,Edge,2019,Blue,55000,12000,Chicago,4,48000,Medium,Low
356,Chevrolet,Tahoe,2016,Black,45000,18000,Miami,1,18000,Medium,Medium
357,Hyundai,Palisade,2015,Silver,35000,16000,San Francisco,3,48000,Medium,Medium
358,Toyota,Sienna,2016,Red,55000,14000,Dallas,4,56000,Medium,Low
359,Honda,Fit,2019,Gray,60000,12000,Atlanta,4,48000,High,Low
360,Ford,Fusion,2020,White,40000,15000,Phoenix,1,15000,Medium,Medium
361,Chevrolet,Malibu,2015,Blue,25000,19000,Houston,5,95000,Low,Medium
362,Hyundai,Venue,2016,Silver,30000,18000,Seattle,2,36000,Medium,Medium
363,Toyota,Yaris,2015,Black,65000,22000,Los Angeles,4,88000,High,Medium
364,Toyota,Camry,2020,White,55000,16000,Los Angeles,2,32000,Medium,Medium
365,Honda,Civic,2015,Blue,50000,14000,New York,4,56000,Medium,Low
366,Toyota,Camry,2020,White,55000,19000,Los Angeles,2,38000,Medium,Medium
367,Honda,Civic,2015,Blue,30000,23000,New York,5,115000,Medium,Medium
368,Ford,Focus,2016,Silver,40000,21000,Chicago,4,84000,Medium,Medium
369,Chevrolet,Cruze,2019,Red,45000,18000,Miami,1,18000,Medium,Medium
370,Hyundai,Elantra,2017,Black,35000,20000,San Francisco,3,60000,Medium,Medium
371,Toyota,Corolla,2018,Gray,60000,25000,Dallas,5,125000,High,High
372,Honda,Accord,2018,White,55000,24000,Atlanta,1,24000,Medium,Medium
373,Ford,Mustang,2015,Yellow,50000,23000,Phoenix,5,115000,Medium,Medium
374,Chevrolet,Impala,2017,Black,35000,28000,Houston,5,140000,Medium,High
375,Hyundai,Sonata,2018,Blue,40000,25000,Seattle,4,100000,Medium,High
376,Toyota,Rav9,2015,Gray,70000,27000,Los Angeles,5,135000,High,High
377,Honda,CR-V,2018,Red,55000,22000,New York,1,22000,Medium,Medium
378,Ford,Escape,2015,White,50000,21000,Chicago,3,63000,Medium,Medium
379,Chevrolet,Equinox,2018,Black,45000,26000,Miami,5,130000,Medium,High
380,Hyundai,Kona,2019,Blue,30000,29000,San Francisco,2,58000,Medium,High
381,Toyota,Highlander,2019,Silver,35000,27000,Dallas,5,135000,Medium,High
382,Honda,Pilot,2017,Gray,55000,12000,Atlanta,2,24000,Medium,Low
383,Ford,Explorer,2016,White,50000,15000,Phoenix,2,30000,Medium,Medium
384,Chevrolet,Traverse,2020,Black,40000,17000,Houston,3,51000,Medium,Medium
385,Hyundai,Santa Fe,2019,Red,60000,14000,Seattle,3,42000,High,Low
386,Toyota,4Runner,2015,Silver,55000,12000,Los Angeles,4,48000,Medium,Low
387,Honda,Odyssey,2015,White,50000,15000,New York,2,30000,Medium,Medium
388,Ford,Edge,2018,Blue,40000,17000,Chicago,4,68000,Medium,Medium
389,Chevrolet,Tahoe,2017,Black,35000,14000,Miami,2,28000,Medium,Low
390,Hyundai,Palisade,2020,Silver,70000,12000,San Francisco,1,12000,High,Low
391,Toyota,Sienna,2016,Red,55000,15000,Dallas,3,45000,Medium,Medium
392,Honda,Fit,2020,Gray,50000,17000,Atlanta,4,68000,Medium,Medium
393,Ford,Fusion,2019,White,40000,14000,Phoenix,3,42000,Medium,Low
394,Chevrolet,Malibu,2015,Blue,45000,16000,Houston,1,16000,Medium,Medium
395,Hyundai,Venue,2019,Silver,35000,18000,Seattle,3,54000,Medium,Medium
396,Toyota,Yaris,2017,Black,60000,19000,Los Angeles,4,76000,High,Medium
397,Honda,HR-V,2018,White,50000,18000,New York,3,54000,Medium,Medium
398,Ford,EcoSport,2016,Red,40000,22000,Chicago,1,22000,Medium,Medium
399,Chevrolet,Spark,2015,Blue,35000,25000,Miami,4,100000,Medium,High
400,Hyundai,Accent,2017,Silver,70000,18000,San Francisco,5,90000,High,Medium
401,Toyota,Prius,2015,Gray,55000,19000,Dallas,4,76000,Medium,Medium
402,Honda,Civic,2017,White,50000,17000,Atlanta,2,34000,Medium,Medium
403,Ford,Fiesta,2017,Blue,45000,16000,Phoenix,2,32000,Medium,Medium
404,Chevrolet,Cruze,2017,Black,40000,18000,Houston,5,90000,Medium,Medium
405,Hyundai,Elantra,2020,Red,35000,20000,Seattle,4,80000,Medium,Medium
406,Toyota,Camry,2018,Silver,55000,19000,Los Angeles,3,57000,Medium,Medium
407,Honda,Accord,2016,White,50000,23000,New York,1,23000,Medium,Medium
408,Ford,Mustang,2015,Blue,40000,21000,Chicago,5,105000,Medium,Medium
409,Chevrolet,Camaro,2017,Red,35000,24000,Miami,5,120000,Medium,Medium
410,Hyundai,Genesis,2015,Black,70000,20000,San Francisco,5,100000,High,Medium
411,Toyota,Avalon,2018,Silver,55000,22000,Dallas,4,88000,Medium,Medium
412,Honda,Civic,2020,Gray,50000,24000,Atlanta,3,72000,Medium,Medium
413,Ford,Fusion,2019,White,45000,23000,Phoenix,5,115000,Medium,Medium
414,Chevrolet,Impala,2015,Blue,40000,27000,Houston,2,54000,Medium,High
415,Hyundai,Sonata,2015,Red,35000,25000,Seattle,4,100000,Medium,High
416,Toyota,Corolla,2016,Silver,70000,28000,Los Angeles,2,56000,High,High
417,Honda,CR-V,2015,White,55000,22000,New York,2,44000,Medium,Medium
418,Ford,Escape,2015,Blue,50000,21000,Chicago,3,63000,Medium,Medium
419,Chevrolet,Equinox,2017,Black,45000,26000,Miami,2,52000,Medium,High
420,Hyundai,Tucson,2016,Red,30000,29000,San Francisco,3,87000,Medium,High
421,Toyota,Rav9,2018,Gray,35000,27000,Dallas,3,81000,Medium,High
422,Honda,Pilot,2019,White,55000,12000,Atlanta,5,60000,Medium,Low
423,Ford,Explorer,2019,Blue,50000,15000,Phoenix,5,75000,Medium,Medium
424,Chevrolet,Traverse,2020,Black,40000,17000,Houston,5,85000,Medium,Medium
425,Hyundai,Santa Fe,2020,Red,60000,14000,Seattle,1,14000,High,Low
426,Toyota,4Runner,2016,Silver,55000,12000,Los Angeles,2,24000,Medium,Low
427,Honda,Odyssey,2019,White,45000,18000,New York,4,72000,Medium,Medium
428,Ford,Edge,2015,Blue,35000,16000,Chicago,2,32000,Medium,Medium
429,Chevrolet,Tahoe,2016,Black,55000,14000,Miami,4,56000,Medium,Low
430,Hyundai,Palisade,2015,Silver,60000,12000,San Francisco,5,60000,High,Low
431,Toyota,Sienna,2017,Red,40000,15000,Dallas,3,45000,Medium,Medium
432,Honda,Fit,2016,Gray,25000,19000,Atlanta,5,95000,Low,Medium
433,Ford,Fusion,2016,White,30000,18000,Phoenix,1,18000,Medium,Medium
434,Chevrolet,Malibu,2018,Blue,65000,22000,Houston,4,88000,High,Medium
435,Hyundai,Venue,2015,Silver,55000,16000,Seattle,1,16000,Medium,Medium
436,Toyota,Yaris,2018,Black,50000,14000,Los Angeles,5,70000,Medium,Low
437,Toyota,Camry,2016,White,55000,19000,Los Angeles,2,38000,Medium,Medium
438,Honda,Civic,2017,Blue,30000,23000,New York,5,115000,Medium,Medium
439,Toyota,Camry,2019,White,40000,21000,Los Angeles,1,21000,Medium,Medium
440,Honda,Civic,2016,Blue,45000,18000,New York,5,90000,Medium,Medium
441,Ford,Focus,2019,Silver,35000,20000,Chicago,2,40000,Medium,Medium
442,Chevrolet,Cruze,2017,Red,60000,25000,Miami,3,75000,High,High
443,Hyundai,Elantra,2019,Black,55000,24000,San Francisco,5,120000,Medium,Medium
444,Toyota,Corolla,2015,Gray,50000,23000,Dallas,4,92000,Medium,Medium
445,Honda,Accord,2015,White,35000,28000,Atlanta,1,28000,Medium,High
446,Ford,Mustang,2016,Yellow,40000,25000,Phoenix,2,50000,Medium,High
447,Chevrolet,Impala,2018,Black,70000,27000,Houston,5,135000,High,High
448,Hyundai,Sonata,2020,Blue,55000,22000,Seattle,3,66000,Medium,Medium
449,Toyota,Rav10,2019,Gray,50000,21000,Los Angeles,2,42000,Medium,Medium
450,Honda,CR-V,2018,Red,45000,26000,New York,2,52000,Medium,High
451,Ford,Escape,2020,White,30000,29000,Chicago,1,29000,Medium,High
452,Chevrolet,Equinox,2015,Black,35000,27000,Miami,5,135000,Medium,High
453,Hyundai,Kona,2016,Blue,55000,12000,San Francisco,1,12000,Medium,Low
454,Toyota,Highlander,2015,Silver,50000,15000,Dallas,4,60000,Medium,Medium
455,Honda,Pilot,2020,Gray,40000,17000,Atlanta,5,85000,Medium,Medium
456,Ford,Explorer,2015,White,60000,14000,Phoenix,5,70000,High,Low
457,Chevrolet,Traverse,2019,Black,55000,12000,Houston,3,36000,Medium,Low
458,Hyundai,Santa Fe,2018,Red,50000,15000,Seattle,1,15000,Medium,Medium
459,Toyota,4Runner,2016,Silver,40000,17000,Los Angeles,5,85000,Medium,Medium
460,Honda,Odyssey,2018,White,35000,14000,New York,3,42000,Medium,Low
461,Ford,Edge,2015,Blue,70000,12000,Chicago,2,24000,High,Low
462,Chevrolet,Tahoe,2015,Black,55000,15000,Miami,1,15000,Medium,Medium
463,Hyundai,Palisade,2020,Silver,50000,17000,San Francisco,3,51000,Medium,Medium
464,Toyota,Sienna,2015,Red,40000,14000,Dallas,5,70000,Medium,Low
465,Honda,Fit,2017,Gray,45000,16000,Atlanta,1,16000,Medium,Medium
466,Ford,Fusion,2019,White,35000,18000,Phoenix,2,36000,Medium,Medium
467,Chevrolet,Malibu,2018,Blue,60000,19000,Houston,1,19000,High,Medium
468,Hyundai,Venue,2016,Silver,50000,18000,Seattle,1,18000,Medium,Medium
469,Toyota,Yaris,2017,Black,40000,22000,Los Angeles,3,66000,Medium,Medium
470,Honda,HR-V,2018,White,35000,25000,New York,4,100000,Medium,High
471,Ford,EcoSport,2020,Red,70000,18000,Chicago,1,18000,High,Medium
472,Chevrolet,Spark,2018,Blue,55000,19000,Miami,4,76000,Medium,Medium
473,Hyundai,Accent,2018,Silver,50000,17000,San Francisco,1,17000,Medium,Medium
474,Toyota,Prius,2015,Gray,45000,16000,Dallas,5,80000,Medium,Medium
475,Honda,Civic,2016,White,40000,18000,Atlanta,4,72000,Medium,Medium
476,Ford,Fiesta,2017,Blue,35000,20000,Phoenix,2,40000,Medium,Medium
477,Chevrolet,Cruze,2019,Black,55000,19000,Houston,4,76000,Medium,Medium
478,Hyundai,Elantra,2017,Red,50000,23000,Seattle,2,46000,Medium,Medium
479,Toyota,Camry,2020,Silver,40000,21000,Los Angeles,2,42000,Medium,Medium
480,Honda,Accord,2019,White,35000,24000,New York,2,48000,Medium,Medium
481,Ford,Mustang,2016,Blue,70000,20000,Chicago,2,40000,High,Medium
482,Chevrolet,Camaro,2016,Red,55000,22000,Miami,3,66000,Medium,Medium
483,Hyundai,Genesis,2015,Black,50000,24000,San Francisco,1,24000,Medium,Medium
484,Toyota,Avalon,2017,Silver,45000,23000,Dallas,3,69000,Medium,Medium
485,Honda,Civic,2018,Gray,40000,27000,Atlanta,3,81000,Medium,High
486,Ford,Fusion,2020,White,35000,25000,Phoenix,4,100000,Medium,High
487,Chevrolet,Impala,2016,Blue,70000,28000,Houston,4,112000,High,High
488,Hyundai,Sonata,2020,Red,55000,22000,Seattle,5,110000,Medium,Medium
489,Toyota,Corolla,2017,Silver,50000,21000,Los Angeles,4,84000,Medium,Medium
490,Honda,CR-V,2018,White,45000,26000,New York,5,130000,Medium,High
491,Ford,Escape,2016,Blue,30000,29000,Chicago,3,87000,Medium,High
492,Chevrolet,Equinox,2015,Black,35000,27000,Miami,4,108000,Medium,High
493,Hyundai,Tucson,2015,Red,55000,12000,San Francisco,1,12000,Medium,Low
494,Toyota,Rav10,2019,Gray,50000,15000,Dallas,4,60000,Medium,Medium
495,Honda,Pilot,2018,White,40000,17000,Atlanta,2,34000,Medium,Medium
496,Ford,Explorer,2020,Blue,60000,14000,Phoenix,2,28000,High,Low
497,Chevrolet,Traverse,2015,Black,55000,12000,Houston,5,60000,Medium,Low
498,Hyundai,Santa Fe,2017,Red,45000,18000,Seattle,2,36000,Medium,Medium
499,Toyota,4Runner,2020,Silver,35000,16000,Los Angeles,1,16000,Medium,Medium
500,Honda,Odyssey,2018,White,55000,14000,New York,4,56000,Medium,Low
501,Ford,Edge,2015,Blue,60000,12000,Chicago,5,60000,High,Low
502,Chevrolet,Tahoe,2018,Black,40000,15000,Miami,1,15000,Medium,Medium
503,Hyundai,Palisade,2017,Silver,25000,19000,San Francisco,2,38000,Low,Medium
504,Toyota,Sienna,2020,Red,30000,18000,Dallas,3,54000,Medium,Medium
505,Honda,Fit,2018,Gray,65000,22000,Atlanta,2,44000,High,Medium
506,Ford,Fusion,2017,White,55000,16000,Phoenix,5,80000,Medium,Medium
507,Chevrolet,Malibu,2017,Blue,50000,14000,Houston,1,14000,Medium,Low
508,Hyundai,Venue,2015,Silver,55000,19000,Seattle,5,95000,Medium,Medium
509,Toyota,Yaris,2019,Black,30000,23000,Los Angeles,1,23000,Medium,Medium
510,Toyota,Camry,2019,White,40000,21000,Los Angeles,5,105000,Medium,Medium
511,Honda,Civic,2019,Blue,45000,18000,New York,3,54000,Medium,Medium
512,Toyota,Camry,2018,White,35000,20000,Los Angeles,3,60000,Medium,Medium
513,Honda,Civic,2020,Blue,60000,25000,New York,2,50000,High,High
514,Ford,Focus,2020,Silver,55000,24000,Chicago,1,24000,Medium,Medium
515,Chevrolet,Cruze,2020,Red,50000,23000,Miami,2,46000,Medium,Medium
516,Hyundai,Elantra,2017,Black,35000,28000,San Francisco,5,140000,Medium,High
517,Toyota,Corolla,2019,Gray,40000,25000,Dallas,5,125000,Medium,High
518,Honda,Accord,2015,White,70000,27000,Atlanta,1,27000,High,High
519,Ford,Mustang,2016,Yellow,55000,22000,Phoenix,3,66000,Medium,Medium
520,Chevrolet,Impala,2015,Black,50000,21000,Houston,3,63000,Medium,Medium
521,Hyundai,Sonata,2016,Blue,45000,26000,Seattle,4,104000,Medium,High
522,Toyota,Rav11,2017,Gray,30000,29000,Los Angeles,1,29000,Medium,High
523,Honda,CR-V,2015,Red,35000,27000,New York,3,81000,Medium,High
524,Ford,Escape,2020,White,55000,12000,Chicago,4,48000,Medium,Low
525,Chevrolet,Equinox,2016,Black,50000,15000,Miami,5,75000,Medium,Medium
526,Hyundai,Kona,2018,Blue,40000,17000,San Francisco,5,85000,Medium,Medium
527,Toyota,Highlander,2018,Silver,60000,14000,Dallas,4,56000,High,Low
528,Honda,Pilot,2018,Gray,55000,12000,Atlanta,3,36000,Medium,Low
529,Ford,Explorer,2017,White,50000,15000,Phoenix,5,75000,Medium,Medium
530,Chevrolet,Traverse,2017,Black,40000,17000,Houston,2,34000,Medium,Medium
531,Hyundai,Santa Fe,2018,Red,35000,14000,Seattle,2,28000,Medium,Low
532,Toyota,4Runner,2019,Silver,70000,12000,Los Angeles,3,36000,High,Low
533,Honda,Odyssey,2017,White,55000,15000,New York,5,75000,Medium,Medium
534,Ford,Edge,2018,Blue,50000,17000,Chicago,1,17000,Medium,Medium
535,Chevrolet,Tahoe,2016,Black,40000,14000,Miami,4,56000,Medium,Low
536,Hyundai,Palisade,2016,Silver,45000,16000,San Francisco,2,32000,Medium,Medium
537,Toyota,Sienna,2017,Red,35000,18000,Dallas,1,18000,Medium,Medium
538,Honda,Fit,2015,Gray,60000,19000,Atlanta,2,38000,High,Medium
539,Ford,Fusion,2019,White,50000,18000,Phoenix,5,90000,Medium,Medium
540,Chevrolet,Malibu,2017,Blue,40000,22000,Houston,1,22000,Medium,Medium
541,Hyundai,Venue,2019,Silver,35000,25000,Seattle,1,25000,Medium,High
542,Toyota,Yaris,2020,Black,70000,18000,Los Angeles,4,72000,High,Medium
543,Honda,HR-V,2016,White,55000,19000,New York,4,76000,Medium,Medium
544,Ford,EcoSport,2016,Red,50000,17000,Chicago,4,68000,Medium,Medium
545,Chevrolet,Spark,2018,Blue,45000,16000,Miami,4,64000,Medium,Medium
546,Hyundai,Accent,2019,Silver,40000,18000,San Francisco,1,18000,Medium,Medium
547,Toyota,Prius,2020,Gray,35000,20000,Dallas,3,60000,Medium,Medium
548,Honda,Civic,2016,White,55000,19000,Atlanta,2,38000,Medium,Medium
549,Ford,Fiesta,2019,Blue,50000,23000,Phoenix,5,115000,Medium,Medium
550,Chevrolet,Cruze,2015,Black,40000,21000,Houston,5,105000,Medium,Medium
551,Hyundai,Elantra,2018,Red,35000,24000,Seattle,5,120000,Medium,Medium
552,Toyota,Camry,2020,Silver,70000,20000,Los Angeles,3,60000,High,Medium
553,Honda,Accord,2017,White,55000,22000,New York,2,44000,Medium,Medium
554,Ford,Mustang,2017,Blue,50000,24000,Chicago,5,120000,Medium,Medium
555,Chevrolet,Camaro,2017,Red,45000,23000,Miami,2,46000,Medium,Medium
556,Hyundai,Genesis,2020,Black,40000,27000,San Francisco,5,135000,Medium,High
557,Toyota,Avalon,2016,Silver,35000,25000,Dallas,4,100000,Medium,High
558,Honda,Civic,2020,Gray,70000,28000,Atlanta,4,112000,High,High
559,Ford,Fusion,2019,White,55000,22000,Phoenix,1,22000,Medium,Medium
560,Chevrolet,Impala,2019,Blue,50000,21000,Houston,5,105000,Medium,Medium
561,Hyundai,Sonata,2020,Red,45000,26000,Seattle,5,130000,Medium,High
562,Toyota,Corolla,2017,Silver,30000,29000,Los Angeles,5,145000,Medium,High
563,Honda,CR-V,2016,White,35000,27000,New York,4,108000,Medium,High
564,Ford,Escape,2019,Blue,55000,12000,Chicago,3,36000,Medium,Low
565,Chevrolet,Equinox,2015,Black,50000,15000,Miami,4,60000,Medium,Medium
566,Hyundai,Tucson,2016,Red,40000,17000,San Francisco,4,68000,Medium,Medium
567,Toyota,Rav11,2019,Gray,60000,14000,Dallas,2,28000,High,Low
568,Honda,Pilot,2016,White,55000,12000,Atlanta,3,36000,Medium,Low
569,Ford,Explorer,2020,Blue,45000,18000,Phoenix,4,72000,Medium,Medium
570,Chevrolet,Traverse,2019,Black,35000,16000,Houston,5,80000,Medium,Medium
571,Hyundai,Santa Fe,2015,Red,55000,14000,Seattle,3,42000,Medium,Low
572,Toyota,4Runner,2020,Silver,60000,12000,Los Angeles,1,12000,High,Low
573,Honda,Odyssey,2015,White,40000,15000,New York,2,30000,Medium,Medium
574,Ford,Edge,2015,Blue,25000,19000,Chicago,4,76000,Low,Medium
575,Chevrolet,Tahoe,2015,Black,30000,18000,Miami,3,54000,Medium,Medium
576,Hyundai,Palisade,2015,Silver,65000,22000,San Francisco,5,110000,High,Medium
577,Toyota,Sienna,2017,Red,55000,16000,Dallas,1,16000,Medium,Medium
578,Honda,Fit,2020,Gray,50000,14000,Atlanta,1,14000,Medium,Low
579,Ford,Fusion,2015,White,55000,19000,Phoenix,1,19000,Medium,Medium
580,Chevrolet,Malibu,2019,Blue,30000,23000,Houston,3,69000,Medium,Medium
581,Hyundai,Venue,2015,Silver,40000,21000,Seattle,4,84000,Medium,Medium
582,Toyota,Yaris,2016,Black,45000,18000,Los Angeles,3,54000,Medium,Medium
583,Toyota,Camry,2019,White,35000,20000,Los Angeles,2,40000,Medium,Medium
584,Honda,Civic,2020,Blue,60000,25000,New York,1,25000,High,High
585,Toyota,Camry,2016,White,55000,24000,Los Angeles,1,24000,Medium,Medium
586,Honda,Civic,2016,Blue,50000,23000,New York,5,115000,Medium,Medium
587,Ford,Focus,2016,Silver,35000,28000,Chicago,5,140000,Medium,High
588,Chevrolet,Cruze,2017,Red,40000,25000,Miami,5,125000,Medium,High
589,Hyundai,Elantra,2015,Black,70000,27000,San Francisco,2,54000,High,High
590,Toyota,Corolla,2018,Gray,55000,22000,Dallas,2,44000,Medium,Medium
591,Honda,Accord,2017,White,50000,21000,Atlanta,3,63000,Medium,Medium
592,Ford,Mustang,2015,Yellow,45000,26000,Phoenix,4,104000,Medium,High
593,Chevrolet,Impala,2016,Black,30000,29000,Houston,3,87000,Medium,High
594,Hyundai,Sonata,2018,Blue,35000,27000,Seattle,1,27000,Medium,High
595,Toyota,Rav12,2020,Gray,55000,12000,Los Angeles,5,60000,Medium,Low
596,Honda,CR-V,2016,Red,50000,15000,New York,2,30000,Medium,Medium
597,Ford,Escape,2016,White,40000,17000,Chicago,1,17000,Medium,Medium
598,Chevrolet,Equinox,2017,Black,60000,14000,Miami,2,28000,High,Low
599,Hyundai,Kona,2018,Blue,55000,12000,San Francisco,1,12000,Medium,Low
600,Toyota,Highlander,2020,Silver,50000,15000,Dallas,3,45000,Medium,Medium
601,Honda,Pilot,2019,Gray,40000,17000,Atlanta,4,68000,Medium,Medium
602,Ford,Explorer,2017,White,35000,14000,Phoenix,5,70000,Medium,Low
603,Chevrolet,Traverse,2020,Black,70000,12000,Houston,1,12000,High,Low
604,Hyundai,Santa Fe,2017,Red,55000,15000,Seattle,4,60000,Medium,Medium
605,Toyota,4Runner,2020,Silver,50000,17000,Los Angeles,2,34000,Medium,Medium
606,Honda,Odyssey,2018,White,40000,14000,New York,4,56000,Medium,Low
607,Ford,Edge,2015,Blue,45000,16000,Chicago,4,64000,Medium,Medium
608,Chevrolet,Tahoe,2015,Black,35000,18000,Miami,3,54000,Medium,Medium
609,Hyundai,Palisade,2015,Silver,60000,19000,San Francisco,5,95000,High,Medium
610,Toyota,Sienna,2017,Red,50000,18000,Dallas,3,54000,Medium,Medium
611,Honda,Fit,2018,Gray,40000,22000,Atlanta,3,66000,Medium,Medium
612,Ford,Fusion,2015,White,35000,25000,Phoenix,4,100000,Medium,High
613,Chevrolet,Malibu,2020,Blue,70000,18000,Houston,2,36000,High,Medium
614,Hyundai,Venue,2015,Silver,55000,19000,Seattle,4,76000,Medium,Medium
615,Toyota,Yaris,2020,Black,50000,17000,Los Angeles,2,34000,Medium,Medium
616,Honda,HR-V,2018,White,45000,16000,New York,4,64000,Medium,Medium
617,Ford,EcoSport,2019,Red,40000,18000,Chicago,1,18000,Medium,Medium
618,Chevrolet,Spark,2016,Blue,35000,20000,Miami,1,20000,Medium,Medium
619,Hyundai,Accent,2015,Silver,55000,19000,San Francisco,5,95000,Medium,Medium
620,Toyota,Prius,2020,Gray,50000,23000,Dallas,5,115000,Medium,Medium
621,Honda,Civic,2018,White,40000,21000,Atlanta,4,84000,Medium,Medium
622,Ford,Fiesta,2018,Blue,35000,24000,Phoenix,5,120000,Medium,Medium
623,Chevrolet,Cruze,2018,Black,70000,20000,Houston,4,80000,High,Medium
624,Hyundai,Elantra,2018,Red,55000,22000,Seattle,2,44000,Medium,Medium
625,Toyota,Camry,2018,Silver,50000,24000,Los Angeles,2,48000,Medium,Medium
626,Honda,Accord,2015,White,45000,23000,New York,4,92000,Medium,Medium
627,Ford,Mustang,2015,Blue,40000,27000,Chicago,4,108000,Medium,High
628,Chevrolet,Camaro,2016,Red,35000,25000,Miami,2,50000,Medium,High
629,Hyundai,Genesis,2016,Black,70000,28000,San Francisco,4,112000,High,High
630,Toyota,Avalon,2015,Silver,55000,22000,Dallas,2,44000,Medium,Medium
631,Honda,Civic,2020,Gray,50000,21000,Atlanta,5,105000,Medium,Medium
632,Ford,Fusion,2015,White,45000,26000,Phoenix,4,104000,Medium,High
633,Chevrolet,Impala,2019,Blue,30000,29000,Houston,3,87000,Medium,High
634,Hyundai,Sonata,2017,Red,35000,27000,Seattle,4,108000,Medium,High
635,Toyota,Corolla,2020,Silver,55000,12000,Los Angeles,1,12000,Medium,Low
636,Honda,CR-V,2020,White,50000,15000,New York,5,75000,Medium,Medium
637,Ford,Escape,2015,Blue,40000,17000,Chicago,3,51000,Medium,Medium
638,Chevrolet,Equinox,2016,Black,60000,14000,Miami,4,56000,High,Low
639,Hyundai,Tucson,2016,Red,55000,12000,San Francisco,1,12000,Medium,Low
640,Toyota,Rav12,2020,Gray,45000,18000,Dallas,5,90000,Medium,Medium
641,Honda,Pilot,2019,White,35000,16000,Atlanta,4,64000,Medium,Medium
642,Ford,Explorer,2018,Blue,55000,14000,Phoenix,1,14000,Medium,Low
643,Chevrolet,Traverse,2017,Black,60000,12000,Houston,1,12000,High,Low
644,Hyundai,Santa Fe,2020,Red,40000,15000,Seattle,4,60000,Medium,Medium
645,Toyota,4Runner,2020,Silver,25000,19000,Los Angeles,3,57000,Low,Medium
646,Honda,Odyssey,2017,White,30000,18000,New York,5,90000,Medium,Medium
647,Ford,Edge,2017,Blue,65000,22000,Chicago,3,66000,High,Medium
648,Chevrolet,Tahoe,2017,Black,55000,16000,Miami,3,48000,Medium,Medium
649,Hyundai,Palisade,2019,Silver,50000,14000,San Francisco,3,42000,Medium,Low
650,Toyota,Sienna,2015,Red,55000,19000,Dallas,4,76000,Medium,Medium
651,Honda,Fit,2016,Gray,30000,23000,Atlanta,2,46000,Medium,Medium
652,Ford,Fusion,2020,White,40000,21000,Phoenix,5,105000,Medium,Medium
653,Chevrolet,Malibu,2018,Blue,45000,18000,Houston,2,36000,Medium,Medium
654,Hyundai,Venue,2019,Silver,35000,20000,Seattle,1,20000,Medium,Medium
655,Toyota,Yaris,2016,Black,60000,25000,Los Angeles,1,25000,High,High
656,Toyota,Camry,2017,White,55000,24000,Los Angeles,3,72000,Medium,Medium
657,Honda,Civic,2015,Blue,50000,23000,New York,1,23000,Medium,Medium
658,Toyota,Camry,2016,White,35000,28000,Los Angeles,1,28000,Medium,High
659,Honda,Civic,2020,Blue,40000,25000,New York,1,25000,Medium,High
660,Ford,Focus,2018,Silver,70000,27000,Chicago,5,135000,High,High
661,Chevrolet,Cruze,2018,Red,55000,22000,Miami,1,22000,Medium,Medium
662,Hyundai,Elantra,2019,Black,50000,21000,San Francisco,5,105000,Medium,Medium
663,Toyota,Corolla,2017,Gray,45000,26000,Dallas,5,130000,Medium,High
664,Honda,Accord,2019,White,30000,29000,Atlanta,4,116000,Medium,High
665,Ford,Mustang,2015,Yellow,35000,27000,Phoenix,3,81000,Medium,High
666,Chevrolet,Impala,2018,Black,55000,12000,Houston,4,48000,Medium,Low
667,Hyundai,Sonata,2020,Blue,50000,15000,Seattle,1,15000,Medium,Medium
668,Toyota,Rav13,2016,Gray,40000,17000,Los Angeles,1,17000,Medium,Medium
669,Honda,CR-V,2017,Red,60000,14000,New York,1,14000,High,Low
670,Ford,Escape,2016,White,55000,12000,Chicago,1,12000,Medium,Low
